,X,z,z_cat,y_c,y_k,y_r,prd_c,prd,ek_n,er_n,ek,er,ec_k,ec_r,s,blk_d,clay,silt,sand,d10,d50,d90,sp13,sp23,sp33,X0.45um,X0.95um,X15.1um,X209um,X955um,X955.um,m0.2um,m0.6um,m4.3um,m79um,m275um,m1260um,hr_cs,h_3,hrel_3,h_6,hrel_6,hrel_t,tn,oc,cn,nc,d13c,d15n,d13ci,d15ni,cs_um,oc_p,nc_p,d13c_p,d15n_p,oc_r,nc_r,d13c_r,d15n_r,cs_um_p,m4.3_p,m79_p,m275_p,m1260_p,cs_um_r,m4.3_r,m79_r,m275_r,m1260_r,sv,cv,plot_e,log_slt,d13c_w,d18o_w,rci_i,climate,r0.2um,r0.6um,r79um,r275um,r1260um
31,31,30,0-200,1971,1971,1971,1900-present,ofp,1971 A.D.,1971 A.D.,21,26,evnt,evnt,0.375,0.772306057,43.074563,56.551896,0.373543,1.61,4.46,15.65,0.01276068,0.88099385,0.10624549,0,0.01276068,0.88099385,0.10624549,0,0,0,0,6.000675,0.113748,0,0,0.642649903,0.584988258,0.369086498,0.584988276,0.226304357,0.734291598,0.155946199,1.777692624,13.29929647,0.075191947,-26.19920369,2.694586084,-26.19920369,2.694586084,0,1.901186337,0.075824349,-26.73660911,2.179082054,-0.160319337,0.24096812,0.150796834,1.564322391,0.120793875,4.942186934,0.534587509,0.207586843,0.012616502,-0.739089043,0.865730382,-0.631001486,-0.340122903,-0.027008992,0.201559638,0.281666326,,1.187971435,,,0.02,Historical,0,0,1,0,0
32,32,31,0-200,1971,1971,1971,1900-present,ofp,1971 A.D.,1971 A.D.,21,26,evnt,evnt,0.25,0.674063636,24.743647,75.088267,0.168087,2.47,6.4,16.68,0.0004056,0.87415821,0.1254362,0,0.0004056,0.87415821,0.1254362,0,0,0,0,6.124754,0.071759,0,0,0.520147615,0.549864499,0.346925873,0.549864508,0.212716628,0.699981299,0.156443506,1.870896949,13.9520851,0.071673875,-25.69404021,2.598879725,-25.69404021,2.598879725,0,1.943881379,0.075493379,-26.80972318,2.153617548,0.027958425,-0.494282826,1.60799978,0.85093435,0.097828554,4.775669426,0.610047643,0.210555891,0.017632654,-0.363875624,1.145642906,-0.530435577,-0.100183403,-0.07383911,0.195491081,0.307062789,,1.187971435,,,0.02,Historical,0,0,1,0,0
33,33,32,0-200,1971,1971,1971,1900-present,ofp,1971 A.D.,1971 A.D.,21,26,evnt,evnt,0.125,0.680006061,20.059808,79.082305,0.857887,2.49,8.41,24.14,0.00525908,0.74930191,0.24543901,0,0.00525908,0.74930191,0.24109793,0.00366856,0.00067252,0,0,4.212612,0.117759,0,0.028804,0.499415958,0.849209156,0.535791323,0.883386671,0.341740613,0.740188852,0.169315414,2.210928944,15.23439031,0.06564096,-26.65374659,2.348321649,-26.65374659,2.348321649,0,2.279521917,0.066493083,-27.24361131,1.937691802,-0.049578725,0.161345452,-0.151834235,0.818456833,0.086026354,4.406629618,0.754650274,0.221746322,0.025063942,-0.333055996,-1.13348049,-0.562517144,-0.131208143,0.023112073,0.183469226,0.275874238,,1.187971435,,,0.02,Historical,0,0,0.80347018,0,0.19652982
34,34,33,0-200,1971,1971,1971,1900-present,ofp,1971 A.D.,1971 A.D.,21,26,evnt,evnt,0,0.584284848,28.582838,70.346342,1.070823,2.09,6.29,18.92,0.00508903,0.83987038,0.15504062,0,0.00508903,0.83987038,0.14768574,0.00716029,0.00019459,0,0,5.522737,0.097852,0,0,0.595275863,0.667165106,0.420934316,0.711162191,0.27511509,0.735592516,0.156117555,1.749903744,13.07703266,0.076469947,-26.78365582,2.612673224,-26.78365582,2.612673224,0,2.183479477,0.071241848,-27.21014407,2.031748415,-1.004942975,0.803409954,0.151459718,1.403082941,0.132537615,4.952717341,0.511221714,0.210455557,0.014824187,-0.613946805,0.897829726,0.098534244,-0.054691253,-0.067341365,0.277997507,0.295093203,,1.187971435,,,0.02,Historical,0,0,1,0,0
35,35,34,0-200,1970,,,1900-present,cmp,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.657360606,28.613594,69.083223,2.303184,2.07,6.33,19.82,0.00662704,0.83065949,0.16271348,0,0.00662704,0.83065949,0.14314366,0.01501668,0.00455314,0,0,5.447956,0.101914,0,0.110581,0.637530475,0.696549348,0.439473708,0.798126247,0.308757379,0.74804153,0.165074139,1.742113058,12.31243883,0.081218678,-27.00975052,2.264936082,-27.00975052,2.264936082,0,2.088113523,0.076700206,-27.55830057,1.862740522,-0.13488686,0.253929957,0.595090842,0.63972874,0.0281701,5.5849978,0.129775629,0.105505167,0.090344821,0.047561219,-0.55356019,0.603989778,0.289040072,0.095491469,0.31158,0.316366725,,1.25065196,,,0.018181818,Historical,0,0,0.479606579,0,0.520393421
36,36,35,0-200,1968,,,1900-present,cmp,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.668763636,31.318728,68.183194,0.498077,2.04,5.77,17.22,0.00346261,0.86685395,0.12968343,0,0.00346261,0.86685395,0.12968343,0,0,0,0,5.980607,0.13227,0,0,0.592681781,0.58916415,0.371721192,0.589164142,0.227919802,0.724729416,0.124208646,1.514023997,14.22092095,0.070318934,-27.30484252,2.685708828,-27.30484252,2.685708828,0,1.862594432,0.078480649,-27.56695991,1.94011458,-0.29576592,-1.489643989,-0.131062603,1.940382436,-0.0429826,5.304410693,0.245405181,0.167270588,0.034547021,0.286483612,1.004984453,-0.20918541,-0.268929403,-0.161161722,0.275106847,0.271902194,,0.395389076,,,0.018181818,Historical,0,0,1,0,0
37,37,36,0-200,1967,1965,1964-65,1900-present,cmp,1965 A.D.,1964-65 A.D.,20,25,evnt,evnt,1,0.594242424,35.335636,64.10641,0.557955,1.78,5.52,19.33,0.00972224,0.83519281,0.15508496,0,0.00972224,0.83519281,0.15508496,0,0,0,0,5.420344,0.146817,0,0,0.620394384,0.698990256,0.44101375,0.698990263,0.270406346,0.745739445,0.143093815,1.47089487,11.99244019,0.083385865,-26.5253846,2.410133333,-26.5253846,2.410133333,0,2.0232611,0.075637646,-27.00785111,1.901692882,-0.820370613,1.700099595,0.659551084,0.79618535,0.155871627,5.180511496,0.379541578,0.19980632,0.031993357,-0.946685678,-0.111231995,-0.340289366,-0.189786848,-0.129700896,0.522479087,0.46469898,,0.648548894,,,0.017857143,Historical,0,0,1,0,0
38,38,37,0-200,1965,1965,1964-65,1900-present,cmp,1965 A.D.,1964-65 A.D.,20,25,evnt,evnt,0.909090909,0.797890909,21.699579,78.213345,0.087074,2.56,7.26,19.64,0.00065013,0.82272889,0.17662096,0,0.00065013,0.82272889,0.17662096,0,0,0,0,5.243167,0.011212,0,0,0.48231019,0.68026712,0.429200767,0.680267105,0.263163239,0.711925931,0.114365636,1.232915001,12.57721189,0.079508878,-25.8655238,1.886339519,-25.8655238,1.886339519,0,1.810304055,0.077836422,-26.6412588,1.991021165,-0.526486437,-0.335257698,0.986933935,-0.90408199,0.108017305,4.876049885,0.440646393,0.226912969,0.049548399,-0.366713345,0.342861235,-0.58927834,-0.184162473,-0.208759664,0.299839914,0.466026406,,0.835845935,,,0.018181818,Historical,0,0,1,0,0
39,39,38,0-200,1965,1965,1964-65,1900-present,cmp,1965 A.D.,1964-65 A.D.,20,25,evnt,evnt,0.818181818,0.687554545,14.885852,84.693208,0.420938,2.92,10.18,26.65,0.00742844,0.68340457,0.30916697,0,0.00742844,0.68340457,0.30916697,0,0,0,0,3.224597,0.131407,0,0,0.407124184,0.951444256,0.60029449,0.951444246,0.368068878,0.730292269,0.135792177,2.000343599,17.18607247,0.058186651,-26.07611767,1.627653608,-26.07611767,1.627653608,0,2.212170782,0.067199134,-27.17478318,1.724051641,0.466710042,-1.39999031,1.286419092,-0.191966499,0.016675671,3.888718024,0.88465133,0.262834819,0.046842314,0.074220572,-1.137073003,-0.999388267,-0.227735653,-0.190277361,0.15899612,0.239329099,,0.835845935,,,0.018181818,Historical,0,0,1,0,0
40,40,39,0-200,1965,1964,1964-65,1900-present,cmp,1964 A.D.,1964-65 A.D.,19,25,evnt,evnt,0.727272727,0.582678788,50.776854,48.959599,0.263547,1.51,3.74,13.36,0.01584939,0.90151097,0.08263964,0,0.01584939,0.90151097,0.08263964,0,0,0,0,6.460294,0.097929,0,0,0.645758377,0.52687768,0.332422805,0.52687768,0.20382411,0.72446947,0.173199891,2.244838352,15.12113005,0.066132623,-26.40905656,2.459101031,-26.40905656,2.459101031,0,1.848145,0.080482417,-26.73992761,2.014498462,1.40295892,-1.3669577,-0.654930371,1.533017038,0.089261982,4.467976335,0.747395088,0.214618513,0.022720009,-0.477785631,3.129034528,-0.244139605,0.061204284,-0.083923002,0.198303111,0.232199334,,0.835845935,,,0.018181818,Historical,0,0,1,0,0
41,41,40,0-200,1964,1964,1964-65,1900-present,cmp,1964 A.D.,1964-65 A.D.,19,25,evnt,evnt,0.636363636,0.749869697,26.861867,72.977631,0.160504,2.34,6.12,16.18,0.00073419,0.88236048,0.11690535,0,0.00073419,0.88236048,0.11690535,0,0,0,0,6.266505,0.068766,0,0,0.540053187,0.528970603,0.333743292,0.528970621,0.20463377,0.702096539,0.1597546,1.828622775,13.3541897,0.074882866,-25.95718829,2.620440823,-25.95718829,2.620440823,0,1.704888529,0.081753362,-26.47992568,2.076368901,-0.377255118,0.086495598,0.658120589,1.246959817,0.118254239,4.906908812,0.551632398,0.203078385,0.019615272,-0.528292493,0.5573373,-0.037285098,-0.050717943,-0.078955612,0.224560129,0.268599931,,0.802307704,,,0.019230769,Historical,0,0,1,0,0
42,42,41,0-200,1964,1964,1964-65,1900-present,cmp,1964 A.D.,1964-65 A.D.,19,25,evnt,evnt,0.545454545,0.65270303,29.192403,68.404357,2.403237,2.02,6.32,21.02,0.00807714,0.81813539,0.17378744,0,0.00807714,0.81813539,0.1563275,0.01322559,0.00423435,0,0,5.372432,0.161776,0,0.108267,0.645168841,0.731818894,0.461726314,0.82753553,0.320134443,0.755765798,0.165334379,1.978036278,13.95782904,0.071644379,-26.70052129,2.402358537,-26.70052129,2.402358537,0,2.06642731,0.075508832,-27.22344223,1.895950334,-0.447372943,-0.040020667,0.427300986,1.015002534,0.111817248,4.676688487,0.62766783,0.213921924,0.025558168,-0.446782188,0.065774043,-0.267804995,-0.126731296,0.37525961,0.258213636,0.268276719,,0.802307704,,,0.019230769,Historical,0,0,0.599074962,0,0.400925038
43,43,42,0-200,1963,,1964-65,1900-present,cmp,No-Event,1964-65 A.D.,0,25,n_evnt,evnt,0.454545455,0.685306061,28.295451,70.307905,1.396644,2.13,6.33,19.92,0.00387115,0.83157148,0.16455737,0,0.00387115,0.83157148,0.15697304,0.00371357,0.00387076,0,0,5.550425,0.165039,0,0.091214,0.604906977,0.680689013,0.429466951,0.732626816,0.28341874,0.74086754,0.160476733,1.761005668,12.80252021,0.078109621,-26.74248308,2.249512762,-26.74248308,2.249512762,0,1.953870009,0.077045422,-26.95979477,1.944258583,-0.34510498,0.436085144,-0.190763254,0.412291489,0.007174435,5.461365542,0.183285967,0.114143295,0.087414708,0.133765071,-0.328211926,0.710278606,0.268834785,-0.013433698,0.247799424,0.251886146,,0.778823495,,,0.018518519,Historical,0,0,0.644047094,0,0.355952906
44,44,43,0-200,1962,,1964-65,1900-present,cmp,No-Event,1964-65 A.D.,0,25,n_evnt,evnt,0.363636364,0.712609091,23.11737,76.184447,0.698183,2.33,7.44,21.85,0.00484168,0.79188779,0.20327053,0,0.00484168,0.79188779,0.20327053,0,0,0,0,4.811262,0.163484,0,0,0.528363045,0.771031498,0.486466713,0.771031498,0.298275699,0.735605036,0.15703056,1.691897351,12.57003888,0.079554249,-26.72061944,2.163239024,-26.72061944,2.163239024,0,2.001739174,0.074275296,-26.93257108,1.892777002,-0.464860929,0.669109137,0.166646432,0.525680825,0.011408475,5.493705844,0.156428305,0.113120209,0.092863,-0.053206034,-0.982492137,0.045271529,-0.045478368,-0.414644891,0.227610556,0.231809278,,1.619678629,,,0.018867925,Historical,0,0,1,0,0
45,45,44,0-200,1960,,1964-65,1900-present,cmp,No-Event,1964-65 A.D.,0,25,n_evnt,evnt,0.272727273,0.763521212,27.220136,71.365076,1.414786,2.15,6.63,21.41,0.00441007,0.81195157,0.18363834,0,0.00441007,0.81195157,0.17786868,0.00382027,0.00194939,0,0,5.290721,0.189218,0,0.048082,0.596383865,0.727535019,0.45902349,0.769854264,0.297820283,0.746117178,0.159671492,1.658403232,12.11740268,0.082525936,-26.80675273,1.763382133,-26.80675273,1.763382133,0,1.94026543,0.076625392,-26.92500388,1.951017426,-0.186236179,0.445926332,-0.016327002,-0.903905261,0.024917279,5.473877678,0.126068694,0.105423282,0.119526214,-0.122848129,0.192085132,0.130462217,-0.020891174,-0.283869109,0.568977763,0.490267345,,1.21340135,,,0.020408163,Historical,0,0,0.797378845,0,0.202621155
46,46,45,0-200,1959,,1964-65,1900-present,cmp,No-Event,1964-65 A.D.,0,25,n_evnt,evnt,0.181818182,0.728348485,18.670597,78.334789,2.994615,2.65,8.71,30.44,0.00344167,0.71991616,0.27664218,0,0.00344167,0.71991616,0.27664218,0,0,0,0,4.236777,0.646021,0,0,0.554947431,0.882342599,0.556696199,0.882342605,0.341336714,0.756348507,0.144022011,1.715075169,13.89316134,0.071977858,-26.74875684,2.042165854,-26.74875684,2.042165854,0,2.187370218,0.070194642,-27.12378001,1.808573949,-0.729938769,-0.183135554,0.615688028,0.958612441,-0.034588803,5.149166346,0.283390799,0.142834213,0.084961583,0.234041869,-1.118526958,0.71267408,-0.180778005,-0.351880261,0.277840585,0.271668986,,0.740098754,,,0.020833333,Historical,0,0,1,0,0
47,47,46,0-200,1958,,1964-65,1900-present,cmp,No-Event,1964-65 A.D.,0,25,n_evnt,evnt,0.090909091,0.675990909,22.286903,74.61117,3.101928,2.36,7.96,28.74,0.00446493,0.74188374,0.25365134,0,0.00446493,0.74188374,0.25365134,0,0,0,0,4.51817,0.575264,0,0,0.601504453,0.856410264,0.540334717,0.85641027,0.331304717,0.762255173,0.133509094,2.050359289,17.91702552,0.055812836,-27.10650387,1.938244715,-27.10650387,1.938244715,0,2.190558369,0.071004791,-27.17358133,1.815330767,0.467629115,-2.283405974,-0.316277836,0.132825853,-0.113485752,4.442849016,0.581536557,0.188924493,0.06760072,0.586582916,0.690814082,-0.598839772,-0.228299384,-0.269663679,0.2705794,0.328898853,,0.772914823,,,0.020408163,Historical,0,0,1,0,0
48,48,47,0-200,1957,,1964-65,1900-present,cmp,No-Event,1964-65 A.D.,0,25,n_evnt,evnt,0,0.498842424,26.826009,72.438246,0.735742,2.16,6.68,20.53,0.00455528,0.81795196,0.17749273,0,0.00455528,0.81795196,0.17749273,0,0,0,0,5.248998,0.176896,0,0,0.56679046,0.715262871,0.451280627,0.71526285,0.276701441,0.73673738,0.147253847,1.771312813,14.03380393,0.071256518,-26.69528505,2.036458625,-26.69528505,2.036458625,0,2.12885164,0.073729895,-27.15409138,1.840556252,-0.681435523,0.771473002,0.846732568,0.490553827,-0.036736968,5.116380594,0.302642911,0.141327547,0.086191313,0.030478503,0.131156941,-0.272325588,0.090808522,-0.358762657,0.26987587,0.321549853,,0.047394784,,,0.020408163,Historical,0,0,1,0,0
49,49,48,0-200,1956,,,1900-present,cmp,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.707951515,22.412553,76.602689,0.984758,2.33,7.79,23.31,0.00558414,0.77053098,0.22388488,0,0.00558414,0.77053098,0.22388488,0,0,0,0,4.539867,0.20498,0,0,0.532368906,0.814977491,0.514193548,0.814977491,0.31527633,0.742342661,0.135715934,1.597862621,13.73584521,0.072802218,-26.59400111,1.865600813,-26.59400111,1.865600813,0,2.127411608,0.073441527,-27.38501711,1.809323654,-0.745336577,0.092087994,1.04633667,-0.038644321,-0.038873786,5.131811043,0.265527602,0.146588505,0.09341126,0.16214338,-0.887928894,0.066774257,-0.079927098,-0.384072468,0.299883628,0.476686803,,-0.179670478,,,0.020833333,Historical,0,0,1,0,0
50,50,49,0-200,1954,,1946,1900-present,cmp,No-Event,1946 A.D.,0,24,n_evnt,evnt,1,0.710842424,26.364136,72.764229,0.871635,2.19,6.8,22.01,0.00414809,0.80388166,0.19197025,0,0.00414809,0.80388166,0.19197025,0,0,0,0,5.20581,0.225459,0,0,0.568140468,0.74309358,0.468839849,0.74309358,0.287467837,0.741184628,0.124925387,1.537250191,14.35623774,0.069656133,-26.78365582,2.148231344,-26.78365582,2.148231344,0,1.981321205,0.075678632,-26.93066049,1.92484737,-0.220520632,-0.805796597,-0.655944312,0.653159376,-0.05649487,5.103614778,0.290447138,0.164641808,0.067737932,0.258262488,0.5204737,-0.048335277,-0.12847737,-0.2671746,0.28117592,0.428292811,,0.045507371,,,0.020833333,Historical,0,0,1,0,0
51,51,50,0-200,1953,,1946,1900-present,cmp,No-Event,1946 A.D.,0,24,n_evnt,evnt,0.9,0.775245455,22.435813,76.958038,0.60615,2.44,7.38,21.54,0.00262347,0.80003608,0.19734046,0,0.00262347,0.80003608,0.19734046,0,0,0,0,5.006644,0.159583,0,0,0.516847802,0.742018116,0.468161307,0.742018123,0.287051794,0.729648753,0.134537384,1.693592981,14.6863156,0.068090597,-26.71019296,1.855568722,-26.71019296,1.855568722,0,1.917065467,0.075889446,-26.80196123,1.942316902,0.201722102,-0.659890744,0.008391462,-0.527858633,-0.061651787,4.932766129,0.351027005,0.160222799,0.087062296,0.259906205,0.034197142,-0.325207437,-0.054949567,-0.362588297,0.259964144,0.257768654,,-0.813809604,,,0.020408163,Historical,0,0,1,0,0
52,52,51,0-200,1952,,1946,1900-present,cmp,No-Event,1946 A.D.,0,24,n_evnt,evnt,0.8,0.751475758,23.225791,76.367382,0.406829,2.41,7.05,19.43,0.0024359,0.82756561,0.16999851,0,0.0024359,0.82756561,0.16999851,0,0,0,0,5.259811,0.099528,0,0,0.51643924,0.681702492,0.430106385,0.681702507,0.263718528,0.720327662,0.145527389,1.724721744,13.82678118,0.072323413,-26.60591007,1.335458056,-26.60591007,1.335458056,0,1.867129458,0.077085163,-26.71447606,1.966594279,0.023756751,-0.098559535,0.108908508,-1.926189658,-0.040284696,4.922052304,0.317126007,0.141356332,0.126624151,0.131278994,0.410149275,-0.18003847,-0.000773753,-0.531554184,0.236492203,0.239419765,,-0.122848794,,,0.018518519,Historical,0,0,1,0,0
53,53,52,0-200,1951,,1946,1900-present,cmp,No-Event,1946 A.D.,0,24,n_evnt,evnt,0.7,0.700242424,22.749975,75.444891,1.805134,2.24,8.27,28.25,0.00883614,0.7208291,0.27033476,0,0.00883614,0.7208291,0.2664061,0.00256748,0.00136118,0,0,4.199148,0.355538,0,0.031295,0.566063772,0.910880605,0.574701676,0.944146952,0.365245899,0.764510447,0.187596732,2.197150912,13.6641119,0.073184412,-27.12660202,1.424692683,-27.12660202,1.424692683,0,2.208025003,0.070332734,-27.30290966,1.794214493,0.222524685,0.755514356,0.225619683,-0.478845106,-0.004512396,4.945947906,0.357238665,0.110026362,0.136651185,-0.037312742,-1.230197538,0.347062787,0.052448842,-0.422396351,0.252354785,0.282239014,,0.595383954,,,0.017857143,Historical,0,0,0.919099456,0,0.080900544
54,54,53,0-200,1950,,1946,1900-present,cmp,No-Event,1946 A.D.,0,24,n_evnt,evnt,0.6,0.670690909,21.713173,76.96591,1.320918,2.42,7.89,25.08,0.00398465,0.76048159,0.23553377,0,0.00398465,0.76048159,0.23553377,0,0,0,0,4.577751,0.329412,0,0,0.5372881,0.823486498,0.519562133,0.823486505,0.318568066,0.745420602,0.177864912,1.998443117,13.10835816,0.076287205,-27.14416839,2.104652089,-27.14416839,2.104652089,0,2.11979115,0.07211814,-27.09568003,1.836677381,-0.295917235,0.379919213,-0.310470893,1.272206932,0.01101313,5.315200514,0.247415452,0.109486541,0.097580426,-0.069187545,-0.517711829,0.186914893,-0.045453023,-0.395595281,0.605329451,0.514621669,,1.941267852,,,0.01754386,Historical,0,0,1,0,0
55,55,54,0-200,1948,,1946,1900-present,cmp,No-Event,1946 A.D.,0,24,n_evnt,evnt,0.5,0.734451515,26.360596,73.007555,0.631852,2.17,6.8,21.03,0.00494488,0.81013941,0.18491574,0,0.00494488,0.81013941,0.18491574,0,0,0,0,5.155323,0.163214,0,0,0.558114593,0.734244216,0.463256522,0.734244237,0.284044444,0.737595061,0.16827218,1.809183399,12.5434517,0.079722872,-26.93868434,1.889815447,-26.93868434,1.889815447,0,1.942800334,0.07600607,-26.86354043,1.936652145,-0.133244415,0.218584803,-0.093490309,-0.449776375,0.018102229,5.393894592,0.181869102,0.10726721,0.111237767,-0.085001742,0.152464755,-0.174122887,-0.039143862,-0.459224502,0.550915414,0.529451759,,1.605211581,,,0.018518519,Historical,0,0,1,0,0
56,56,55,0-200,1947,,1946,1900-present,cmp,No-Event,1946 A.D.,0,24,n_evnt,evnt,0.4,0.733487879,22.842182,76.934529,0.223286,2.37,7.28,19.78,0.00442846,0.81621597,0.17935554,0,0.00442846,0.81621597,0.17935554,0,0,0,0,4.955621,0.049815,0,0,0.503037725,0.718400028,0.453259952,0.718400006,0.277915059,0.722013996,0.165985554,1.750202028,12.30168717,0.081289663,-26.93968925,1.859547154,-26.93968925,1.859547154,0,1.912845458,0.075701652,-26.78365674,1.93000668,-0.187004408,0.517011444,-0.224902099,-0.173496554,0.024380606,5.449234007,0.151356323,0.105114845,0.113996445,-0.109387738,-0.515135178,-0.197990207,-0.038429924,-0.466490869,0.528773444,0.47433297,,1.376653449,,,0.019230769,Historical,0,0,1,0,0
57,57,56,0-200,1946,1946,1946,1900-present,cmp,1946 A.D.,1946 A.D.,18,24,evnt,evnt,0.3,0.668763636,39.835801,57.344371,2.819827,1.78,4.73,16.39,0.00548913,0.88154898,0.11296188,0,0.00548913,0.88154898,0.08793108,0.01829592,0.00673488,0,0,6.438919,0.093665,0.019759,0.168448,0.715598412,0.556950111,0.351396396,0.664174873,0.256937914,0.741987113,0.157871837,1.565839273,11.57149065,0.086419289,-26.74574212,2.151131707,-26.74574212,2.151131707,0,1.852869719,0.080878247,-26.91932832,2.021518621,-0.458848411,0.372186597,0.538947627,0.494275324,0.179097209,5.200697181,0.356741428,0.18388133,0.054542945,-0.972786505,1.996866149,-0.427158092,-0.258782837,0.548709313,0.34427975,0.453087525,,1.168494743,,,0.018518519,Historical,0,0,0.33229622,0.070099194,0.597604586
58,58,57,0-200,1946,1946,1946,1900-present,cmp,1946 A.D.,1946 A.D.,18,24,evnt,evnt,0.2,0.795481818,19.774885,80.225117,0,2.66,7.48,18.56,0.00265423,0.83216806,0.16517773,0,0.00265423,0.83216806,0.16517773,0,0,0,0,5.032787,0,0,0,0.45263081,0.672399034,0.424236557,0.67239905,0.26011946,0.70182285,0.130539169,1.420578821,12.69612767,0.078764173,-26.13978297,2.126917073,-26.13978297,2.126917073,0,1.807464423,0.077112313,-26.5858118,1.976133188,-0.499083459,-0.175194143,0.692562148,0.338430183,0.118266688,4.911531981,0.46231087,0.218959533,0.039365619,-0.388363665,-0.634606289,-0.61417905,-0.269118547,-0.216966629,0.489539974,0.424203942,,1.168494743,,,0.018518519,Historical,0,0,0,0,0
59,59,58,0-200,1946,1946,1946,1900-present,cmp,1946 A.D.,1946 A.D.,18,24,evnt,evnt,0.1,0.641621212,20.328119,79.197941,0.473941,2.4,8.65,24.87,0.00815179,0.73179608,0.26005214,0,0.00815179,0.73179608,0.26005214,0,0,0,0,3.993416,0.126874,0,0,0.486004411,0.891541129,0.562499825,0.891541135,0.344895191,0.741549793,0.203408581,2.503528442,14.35919352,0.069641794,-28.29800946,1.536104211,-28.29800946,1.536104211,0,2.181357035,0.069870237,-27.21154755,1.774720912,1.517722826,-0.154331288,-2.733920163,-0.933514727,0.13492124,4.229174828,0.761460847,0.204083691,0.07794832,-0.577156112,-0.397801887,-0.679857378,-0.040519492,-0.33243817,0.342059554,0.402105292,,1.168494743,,,0.018518519,Historical,0,0,1,0,0
60,60,59,0-200,1946,1946,1946,1900-present,cmp,1946 A.D.,1946 A.D.,18,24,evnt,evnt,0,0.608857576,24.366662,74.200708,1.43263,2.24,7.13,20.99,0.00640082,0.80584986,0.18774932,0,0.00640082,0.80584986,0.18431883,0.00343049,0,0,0,4.961945,0.158209,0.024883,0,0.570067369,0.750663233,0.473615769,0.775375396,0.299956149,0.742325361,0.197262085,2.17688908,12.87476973,0.077671292,-27.62317813,1.272711998,-27.62317813,1.272711998,0,2.085890164,0.073652886,-27.11200261,1.856008866,-0.33102668,0.586020329,0.275708219,-1.603023056,0.157661692,4.492845611,0.612342653,0.188216195,0.101925051,-0.679543276,0.787969686,0.003258371,0.059506106,-0.424983697,0.47615694,0.409678093,,1.168494743,,,0.018518519,Historical,0,0,0.864095646,0.135904354,0
61,61,60,0-200,1943,,,1900-present,cmp,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.641942424,20.685004,78.836314,0.47868,2.45,8.08,22.83,0.00555445,0.76826753,0.226178,0,0.00555445,0.76826753,0.226178,0,0,0,0,4.396149,0.117236,0,0,0.49060693,0.818833518,0.51662643,0.818833505,0.31676804,0.7336385,0.216520173,2.701071003,14.55406883,0.068709308,-27.4996599,0.985714355,-27.4996599,0.985714355,0,2.175583388,0.072432052,-27.45049626,1.772292526,1.204127164,-0.823999462,0.516551509,-1.869263492,-0.006382298,4.577502103,0.513027506,0.098157658,0.167643765,0.281719899,-0.548503644,-0.156684916,0.1654353,-0.70864397,0.341253771,0.402519088,,-0.220266448,,,0.018518519,Historical,0,0,1,0,0
62,62,61,0-200,1941,,,1900-present,cmp,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.574166667,25.090423,73.267414,1.642165,2.21,7.37,25.38,0.004855,0.76156427,0.23358075,0,0.004855,0.76156427,0.22241571,0.00872666,0.00243838,0,0,4.785526,0.149521,0,0.065138,0.584648247,0.826637079,0.521549928,0.899787503,0.348085321,0.757399646,0.273487355,3.234857974,13.79954466,0.072466159,-28.47274257,2.040796375,-28.47274257,2.040796375,0,2.308033499,0.073115116,-27.63190141,1.756710713,1.481080386,0.182976273,-1.640668832,1.79018342,0.064281066,5.034918129,0.462599196,0.052610696,0.128449872,-0.372732911,-0.221023366,-0.064980758,0.122499488,-0.220246592,0.53813123,0.395430882,,0.361509294,,,0.020408163,Historical,0,0,0.696551274,0,0.303448726
